,epoch,train_loss,train_acc,doublesum_train,doublesum_eval,doublesum_eval2,taylor_base,taylor_de,taylor_d2_1,taylor_d2_2,taylor_d2_5,taylor_d2_20,taylor_d2_50,taylor_d2_200,taylor_d2e_1,taylor_d2e_2,taylor_d2e_5,taylor_d2e_20,taylor_d2e_50,taylor_d2e_200,test_loss,test_acc
0,1.0,1.0439948195457458,0.7917833333333333,0.7901814579963684,0.7968083620071411,0.793620765209198,1.2561830282211304,-0.11247698217630386,-0.00576674984768033,-0.011409631930291653,-0.02212389186024666,-0.043134164065122604,-0.06131264194846153,-0.07430011034011841,-0.03952518478035927,-0.04763549566268921,-0.03392603620886803,-0.0220206156373024,-0.008775079622864723,0.0005820260266773403,0.14189497482776642,0.9694
1,2.0,0.7688709339141846,0.8569666666666667,0.7248402237892151,0.7325488924980164,0.7321110963821411,1.275488257408142,-0.14129029214382172,-0.009223747998476028,-0.02407168410718441,-0.04894072189927101,-0.09751766175031662,-0.14145337045192719,-0.17225687205791473,-0.06891559064388275,-0.08314570039510727,-0.06499236822128296,-0.047291867434978485,-0.025300215929746628,-0.010813933797180653,0.13561296379566193,0.9718
2,3.0,0.7137273853302002,0.8587666666666667,0.6787068247795105,0.6882636547088623,0.6875060200691223,1.31021249294281,-0.1635133922100067,-0.026490390300750732,-0.046472933143377304,-0.08676127344369888,-0.1575975865125656,-0.22199134528636932,-0.26467081904411316,-0.10371425002813339,-0.12519095838069916,-0.10090121626853943,-0.07476070523262024,-0.04529736191034317,-0.02508699707686901,0.09554770773649215,0.9797
3,4.0,0.6808510553359985,0.8636666666666667,0.6605628132820129,0.6736761927604675,0.6708152890205383,1.3627909421920776,-0.16903698444366455,-0.04058584198355675,-0.06955288350582123,-0.12732359766960144,-0.23553164303302765,-0.334728866815567,-0.40780216455459595,-0.1290450245141983,-0.15574435889720917,-0.12670406699180603,-0.1033584326505661,-0.06572973728179932,-0.0355495847761631,0.11437331401109696,0.976
4,5.0,0.6612697385152181,0.8629666666666667,0.6346464157104492,0.6424300074577332,0.6444710493087769,1.4114751815795898,-0.16939528286457062,-0.0710156261920929,-0.10574539005756378,-0.17826098203659058,-0.31935450434684753,-0.44786396622657776,-0.5363043546676636,-0.15326617658138275,-0.1811114102602005,-0.15102197229862213,-0.12845920026302338,-0.08943341672420502,-0.0618412159383297,0.09406913864016533,0.979
5,10.0,0.6103232178370158,0.8779,0.5902804136276245,0.600960373878479,0.601391077041626,1.4725652933120728,-0.1683419644832611,-0.08959432691335678,-0.13422396779060364,-0.2314210683107376,-0.4366801381111145,-0.6272815465927124,-0.7536283731460571,-0.18404924869537354,-0.2261306792497635,-0.19095419347286224,-0.16081902384757996,-0.10754869878292084,-0.06412668526172638,0.05873848989009857,0.9865
6,15.0,0.5916966746966044,0.8853,0.5785682201385498,0.5852972865104675,0.585844874382019,1.5544719696044922,-0.20263616740703583,-0.12992320954799652,-0.19159440696239471,-0.3475208282470703,-0.6550347208976746,-0.935152530670166,-1.1215236186981201,-0.32526925206184387,-0.4124181866645813,-0.3741184175014496,-0.3432256579399109,-0.26781731843948364,-0.20545779168605804,0.10314127907156945,0.9738
7,20.0,0.5797139783859253,0.892,0.5598899126052856,0.56882244348526,0.5703604221343994,1.6054834127426147,-0.16440889239311218,-0.14359760284423828,-0.212974414229393,-0.3884885311126709,-0.7431647181510925,-1.075905680656433,-1.2916828393936157,-0.3043989837169647,-0.36783933639526367,-0.30309799313545227,-0.24900519847869873,-0.16656288504600525,-0.11235621571540833,0.0604467090845108,0.9854
8,25.0,0.5719346305211385,0.89975,0.5613154172897339,0.5713886022567749,0.5736564993858337,1.635751724243164,-0.19789552688598633,-0.1840890645980835,-0.26667097210884094,-0.4495184123516083,-0.8326407670974731,-1.180925726890564,-1.404551386833191,-0.3635718822479248,-0.4310438334941864,-0.36041367053985596,-0.31671446561813354,-0.2333378791809082,-0.18018461763858795,0.06704228086024523,0.9869
9,30.0,0.5655225678126017,0.9020833333333333,0.5532160997390747,0.565412163734436,0.5638123750686646,1.6754833459854126,-0.18728508055210114,-0.16976813971996307,-0.24354355037212372,-0.43221527338027954,-0.7996559143066406,-1.163453221321106,-1.444335699081421,-0.3732672333717346,-0.4411088526248932,-0.3728044629096985,-0.33920738101005554,-0.2509872317314148,-0.1906481385231018,0.053007923391461376,0.9876
