,epoch,train_loss,train_acc,doublesum_train,doublesum_eval,doublesum_eval2,taylor_base,taylor_de,taylor_d2_1,taylor_d2_2,taylor_d2_5,taylor_d2_20,taylor_d2_50,taylor_d2_200,taylor_d2e_1,taylor_d2e_2,taylor_d2e_5,taylor_d2e_20,taylor_d2e_50,taylor_d2e_200,test_loss,test_acc
10,35.0,0.5613200092951457,0.9034333333333333,0.5483528971672058,0.5589296817779541,0.5616030097007751,1.6719177961349487,-0.17638863623142242,-0.13604490458965302,-0.21387922763824463,-0.387430876493454,-0.7101060748100281,-1.0221636295318604,-1.2633147239685059,-0.38044774532318115,-0.4522120952606201,-0.41189658641815186,-0.3896394968032837,-0.3171214461326599,-0.2610427737236023,0.05602226805090904,0.9873
11,40.0,0.5575700408299764,0.9055666666666666,0.5380851626396179,0.5457178354263306,0.546429455280304,1.7074722051620483,-0.19036079943180084,-0.1593410223722458,-0.24235732853412628,-0.43528586626052856,-0.7983012199401855,-1.1700528860092163,-1.4669448137283325,-0.37413543462753296,-0.43985405564308167,-0.40407317876815796,-0.3735804855823517,-0.2872242033481598,-0.21807239949703217,0.060286140686273575,0.9882
12,45.0,0.5563963711420695,0.9049166666666667,0.5412259101867676,0.5510076284408569,0.5509330034255981,1.7122381925582886,-0.16335873305797577,-0.13011805713176727,-0.20772361755371094,-0.39612632989883423,-0.730522871017456,-1.0811213254928589,-1.3543760776519775,-0.36709532141685486,-0.43901053071022034,-0.4093703031539917,-0.38235658407211304,-0.3007093667984009,-0.2427709996700287,0.05068953799158335,0.9898
13,50.0,0.5526277949968974,0.9077,0.5345403552055359,0.544602632522583,0.5451419949531555,1.707537055015564,-0.22471459209918976,-0.1630915254354477,-0.2523615062236786,-0.44136521220207214,-0.7998021245002747,-1.1364978551864624,-1.3949229717254639,-0.4391210973262787,-0.5100089311599731,-0.4454173445701599,-0.40492337942123413,-0.32528355717658997,-0.2568536102771759,0.054334829446673394,0.9895
14,55.0,0.5517812914530437,0.9068666666666667,0.5373863577842712,0.5492143034934998,0.5475585460662842,1.6929258108139038,-0.18435898423194885,-0.12544985115528107,-0.20383194088935852,-0.37083950638771057,-0.6930959224700928,-1.009748935699463,-1.2524925470352173,-0.33731746673583984,-0.4124120771884918,-0.3781324326992035,-0.35899659991264343,-0.286530077457428,-0.22405438125133514,0.05212511819899082,0.9884
15,60.0,0.5495559019247691,0.9103333333333333,0.5378241539001465,0.5505532622337341,0.5512356758117676,1.7556352615356445,-0.20506636798381805,-0.14624257385730743,-0.24378323554992676,-0.43002232909202576,-0.783875584602356,-1.1422234773635864,-1.4078569412231445,-0.38106781244277954,-0.45958325266838074,-0.4080522060394287,-0.3787423372268677,-0.29315799474716187,-0.22123084962368011,0.053066677057743074,0.9877
16,65.0,0.5480074414889018,0.90945,0.5310182571411133,0.5453787446022034,0.5432995557785034,1.7582954168319702,-0.19692620635032654,-0.12381048500537872,-0.21158723533153534,-0.38877183198928833,-0.7268416285514832,-1.0682905912399292,-1.3572418689727783,-0.37206172943115234,-0.44956859946250916,-0.4294899106025696,-0.41266584396362305,-0.33832401037216187,-0.25839948654174805,0.03656002927720547,0.9916
17,70.0,0.5483361473719279,0.9110333333333334,0.5270158648490906,0.5366148352622986,0.5382002592086792,1.712727427482605,-0.18915985524654388,-0.12351883947849274,-0.21174688637256622,-0.3718687891960144,-0.6810716986656189,-0.9990049600601196,-1.2846544981002808,-0.4459884762763977,-0.5416750907897949,-0.47200003266334534,-0.44582486152648926,-0.3657989501953125,-0.2922213673591614,0.05501479366719723,0.9882
18,75.0,0.5460369748433431,0.9119666666666667,0.5301323533058167,0.5401238203048706,0.5371586680412292,1.7148078680038452,-0.16103845834732056,-0.1138296127319336,-0.19498978555202484,-0.36835429072380066,-0.6970919966697693,-1.0293419361114502,-1.295883059501648,-0.3978612422943115,-0.47940024733543396,-0.4248355031013489,-0.42906081676483154,-0.3552066683769226,-0.2719894349575043,0.061300250262022016,0.988
19,80.0,0.545455495039622,0.9113,0.5327489376068115,0.5416035652160645,0.5463739037513733,1.75070059299469,-0.16871027648448944,-0.11933046579360962,-0.18082879483699799,-0.3295304477214813,-0.6028991937637329,-0.8912920355796814,-1.1110756397247314,-0.2826223075389862,-0.3506786823272705,-0.31018340587615967,-0.28963708877563477,-0.21630527079105377,-0.15801642835140228,0.05705307919085026,0.9879
20,85.0,0.5183738771120707,0.92815,0.5110564231872559,0.5152553915977478,0.5136806964874268,1.776652216911316,-0.21590307354927063,-0.1572929471731186,-0.22925744950771332,-0.44112664461135864,-0.8032400012016296,-1.221621036529541,-1.6000550985336304,-0.5244131088256836,-0.6171867251396179,-0.5805197954177856,-0.586681067943573,-0.49561765789985657,-0.37614691257476807,0.04372426634579897,0.9898
21,90.0,0.513928521823883,0.9308833333333333,0.5062607526779175,0.5126433968544006,0.509498655796051,1.8105961084365845,-0.2224961370229721,-0.17473922669887543,-0.2603866755962372,-0.4892711639404297,-0.9020695686340332,-1.3838121891021729,-1.8397531509399414,-0.5469722151756287,-0.6600458025932312,-0.6088311076164246,-0.5952826738357544,-0.49730122089385986,-0.38711580634117126,0.043374683518707755,0.9904
22,95.0,0.513978446261088,0.9307,0.506511926651001,0.5107668042182922,0.5128365755081177,1.8230812549591064,-0.21416102349758148,-0.18420535326004028,-0.28125321865081787,-0.5232807397842407,-0.9694797396659851,-1.479444980621338,-1.9701941013336182,-0.6196173429489136,-0.7407848238945007,-0.7003492712974548,-0.7095483541488647,-0.6151628494262695,-0.3985738456249237,0.044905099384486676,0.9899
23,100.0,0.5144049528121948,0.9319,0.5059071779251099,0.5101110935211182,0.5110064744949341,1.8158949613571167,-0.20513390004634857,-0.16346265375614166,-0.24561023712158203,-0.4771522581577301,-0.888512134552002,-1.3831150531768799,-1.8508621454238892,-0.5554718375205994,-0.6696885228157043,-0.6288394927978516,-0.6658117771148682,-0.5691887140274048,-0.4572506248950958,0.047318009987473486,0.9888
